Incident Type,Region of Incident,Incident Year,Month,Number of Dead,Total Number of Dead and Missing,Number of Males,Region of Origin,Cause of Death,Country of Incident,Migration Route,Location of Incident,Coordinates,Source Quality,Country of Origin Code,labor_force,gdp,literacy,gini,health,political,corruption,migration,electicity,cpi,death,survival_rate,male_to_total_dead_ratio,total_incidents,total_deaths,total_dead_and_missing,year,month,day,dayofweek
Incident,North America,2016,October,1.0,1,1.0,Central America,Mixed or unknown,"Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.62525, -111.8471",5,GTM,6184488.0,6184488.0,81.2858963012695,48.3,246.11730957,-0.545003712177277,-0.790915012359619,-39266.0,91.765869140625,28.0,482.6,0.0,1.0,323,2573.0,7910,2016,1,1,4
Incident,Central America,2016,November,1.0,1,1.0,Central America,Sickness / lack of access to adequate healthcare,Mexico,US-Mexico border crossing,"Juchitan Hospital, Ixtepec, Oaxaca, Mexico","16.495043, -95.1357525",1,GTM,6184488.0,6184488.0,81.2858963012695,48.3,246.11730957,-0.545003712177277,-0.790915012359619,-39266.0,91.765869140625,28.0,482.6,0.0,1.0,323,2573.0,7910,2016,1,1,4
Incident,Central America,2016,December,1.0,1,1.0,Central America,Accidental death,Mexico,US-Mexico border crossing,"Nogales municipality, Orizaba, Verucruz, Mexico","18.8564443, -97.1058781",1,GTM,6184488.0,6184488.0,81.2858963012695,48.3,246.11730957,-0.545003712177277,-0.790915012359619,-39266.0,91.765869140625,28.0,482.6,0.0,1.0,323,2573.0,7910,2016,1,1,4
Incident,North America,2016,December,1.0,1,1.0,Central America,Mixed or unknown,"Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.871233, -110.419",5,GTM,6184488.0,6184488.0,81.2858963012695,48.3,246.11730957,-0.545003712177277,-0.790915012359619,-39266.0,91.765869140625,28.0,482.6,0.0,1.0,323,2573.0,7910,2016,1,1,4
Incident,North America,2016,December,1.0,1,1.0,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.001303, -110.984272",5,GTM,6184488.0,6184488.0,81.2858963012695,48.3,246.11730957,-0.545003712177277,-0.790915012359619,-39266.0,91.765869140625,28.0,482.6,0.0,1.0,323,2573.0,7910,2016,1,1,4
Incident,Central America,2017,January,1.0,1,1.0,Central America,Drowning,Mexico,US-Mexico border crossing,"Rio Bravo, near ejido Prolongación Argüelles, Reynosa, Tamaulipas, Mexico","26.0525676, -98.3662434",1,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,Central America,2017,February,1.0,1,1.0,Central America,Vehicle accident / death linked to hazardous transport,Mexico,US-Mexico border crossing,"Train tracks in Súchiles, Omealca, Veracruz, Mexico","19.1834166, -96.1866971",1,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,February,1.0,1,1.0,Central America,Mixed or unknown,"Texas, USA",US-Mexico border crossing,"Poor Farm, South of Pasture, Jeff Davis County, Texas, USA","30.685279, -104.684177",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,Central America,2017,May,1.0,1,1.0,Central America,Drowning,Mexico,US-Mexico border crossing,"Playa El Bebé, Rosarito, Baja California, Mexico","32.3594779, -117.1274425",1,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,Central America,2017,May,1.0,1,1.0,Central America,Vehicle accident / death linked to hazardous transport,Mexico,US-Mexico border crossing,"Train tracks, KM 114, near Tres Valles, Veracruz, Mexico","18.2924915, -96.2979667",1,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,Central America,2017,May,1.0,1,1.0,Central America,Drowning,Mexico,US-Mexico border crossing,"Rio Bravo, Puente Internacional II, Nuevo Laredo, Tamaulipas, Mexico","27.5376177, -99.4540452",3,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,June,1.0,1,1.0,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.034241, -111.339419",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,June,1.0,1,1.0,Central America,Mixed or unknown,"Texas, USA",US-Mexico border crossing,"La Gallina Road, near La Joya, Hidalgo County, Texas, USA","26.2506568, -98.4916346",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,June,1.0,1,1.0,Central America,Mixed or unknown,"Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.44072, -113.11978",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,June,1.0,1,1.0,Central America,Sickness / lack of access to adequate healthcare,"Texas, USA",US-Mexico border crossing,"El Tepejuaje Ranch, near Falfurrias, Brooks County, Texas / USBP Rio Grande Valley Sector","27.15247327, -98.20047633",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,June,1.0,1,1.0,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Texas, USA",US-Mexico border crossing,"Near Bentsen State Park, Mission, Hidalgo County, Texas","26.2024694, -98.4030222",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,June,1.0,1,1.0,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.90665, -111.337367",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,July,1.0,1,1.0,Central America,Mixed or unknown,"Texas, USA",US-Mexico border crossing,"Isabella Ranch, Brooks County, Texas","27.2200704, -98.1645255",4,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,July,1.0,1,1.0,Central America,Mixed or unknown,"Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.35445, -111.56925",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Split Incident,North America,2017,July,8.0,8,8.0,Central America,Mixed or unknown,"Texas, USA",US-Mexico border crossing,"Walmart parking lot in San Antonio, Bexar County, Texas, USA","29.45863204, -98.55459899",3,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Split Incident,North America,2017,July,1.0,1,1.0,Latin America / Caribbean (P),Mixed or unknown,"Texas, USA",US-Mexico border crossing,"Walmart parking lot in San Antonio, Bexar County, Texas, USA","29.45863204, -98.55459899",3,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Split Incident,North America,2017,July,1.0,1,1.0,South America,Mixed or unknown,"Texas, USA",US-Mexico border crossing,"Walmart parking lot in San Antonio, Bexar County, Texas, USA","29.45863204, -98.55459899",3,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Split Incident,North America,2017,July,4.0,4,1.0,Central America,Drowning,Mexico,US-Mexico border crossing,"Río Bravo, between Ciudad Juárez, Mexico, and El Paso, El Paso County, Texas, USA","31.74771919, -106.48776828",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,0.25,378,977.0,1378,2017,1,1,6
Split Incident,North America,2017,July,1.0,1,1.0,Central America,Drowning,Mexico,US-Mexico border crossing,"Río Bravo, between Ciudad Juárez, Mexico, and El Paso, El Paso County, Texas, USA","31.74771919, -106.48776828",1,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,Central America,2017,July,1.0,1,1.0,Central America,Vehicle accident / death linked to hazardous transport,Mexico,US-Mexico border crossing,"Train tracks between 4ª Avenida Sur and 26ª Calle Poniente, Mapastepec, Chiapas, Mexico","15.4329682, -92.8978399",3,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,Central America,2017,August,1.0,1,1.0,Central America,Vehicle accident / death linked to hazardous transport,Mexico,US-Mexico border crossing,"Motorway 57 near Arteaga, Coahuila, Mexico","25.4546718, -100.850791",1,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,August,1.0,1,1.0,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.181667, -111.882317",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,September,1.0,1,1.0,Central America,Mixed or unknown,"Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.751633, -111.987583",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,November,1.0,1,1.0,Central America,Violence,"Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.8054091, -111.6176713",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2017,December,1.0,1,1.0,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Texas, USA",US-Mexico border crossing,"Big Bend area, near Marfa, Presidio County, Texas, USA","29.1274869, -103.2425379",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Split Incident,North America,2017,December,3.0,3,3.0,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Texas, USA",US-Mexico border crossing,"Dos Jefes Pasture Laborcitas Creek Ranch, Brooks County, Texas","27.2403194, -98.2044504",5,GTM,6364813.0,6364813.0,81.2858963012695,48.3,265.18399048,-0.651365458965302,-0.787171602249146,-48049.0,93.3,28.0,85.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Incident,North America,2018,January,1.0,1,1.0,Central America,Mixed or unknown,"Texas, USA",US-Mexico border crossing,"Mariposa Ranch near Falfurrias, Brooks County, Texas, USA","27.1058052, -98.146774",4,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,Central America,2018,January,1.0,1,1.0,Central America,Drowning,Mexico,US-Mexico border crossing,"Río Bravo, Colonia Hidalgo, Nuevo Laredo, Tamaulipas, Mexico","27.4964873, -99.525607",3,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,North America,2018,January,1.0,1,1.0,Central America,Mixed or unknown,Mexico,US-Mexico border crossing,Unspecified location on the US/Mexico border,"31.4971335, -111.413387",1,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,Central America,2018,February,1.0,1,1.0,Central America,Violence,Mexico,US-Mexico border crossing,"Federal Highway 185, near Jáltipan de Morelos, Veracruz, Mexico","17.96424555, -94.74862591",3,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,North America,2018,March,1.0,1,1.0,Central America,Drowning,"Texas, USA",US-Mexico border crossing,"Río Bravo, near 41966 Expressway 83, Havana, Hidalgo County, Texas, USA","26.23522474, -98.52141675",5,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,North America,2018,March,1.0,1,1.0,Central America,Drowning,"Texas, USA",US-Mexico border crossing,"Río Bravo, near 4404 Ira Road, Mission, Hidalgo County, Texas, USA","26.18298778, -98.40559339",5,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,North America,2018,April,1.0,1,1.0,Central America,Mixed or unknown,"Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.4426, -111.2589",5,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,North America,2018,April,1.0,1,1.0,Central America,Mixed or unknown,"Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.620933, -111.51375",5,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,North America,2018,May,1.0,1,1.0,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.941118, -111.741385",5,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,North America,2018,May,1.0,1,1.0,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Arizona, USA",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.9704, -112.096667",5,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,Central America,2018,May,1.0,1,1.0,Central America,Violence,Mexico,US-Mexico border crossing,"Road between San Francisco Telixtlahuaca, Oaxaca, and Tehuacán, Puebla, Mexico","17.31572257, -96.92453667",3,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,North America,2018,May,1.0,1,1.0,Central America,Violence,"Texas, USA",US-Mexico border crossing,"Near Río Bravo City, Webb County, Texas, USA","27.36266416, -99.4918003",3,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Incident,Central America,2018,May,1.0,1,1.0,Central America,Drowning,Mexico,US-Mexico border crossing,"Río Bravo, near Rancho El Frisco, Nuevo Laredo, Tamaulipas, Mexico","27.418609, -99.490436",3,GTM,6472399.0,6472399.0,80.810676574707,48.3,265.74734497,-0.538192272186279,-0.821694731712341,-56884.0,94.2099914550781,27.0,85.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
